,id,created_at,edit_history_tweet_ids,text,withheld
140,1.5618314083345654e+18,2022-08-22 21:43:19+00:00,['1561831408334565377'],RT @TyrellMalaciia: Mood 🔴😎 https://t.co/y06qQ7vpG2,
141,1.5618313629146644e+18,2022-08-22 21:43:08+00:00,['1561831362914664448'],@Arkkrteta Stfu,
142,1.5618313084180275e+18,2022-08-22 21:42:56+00:00,['1561831308418027522'],@TyrellMalaciia @ManUtd Baller 🔥👌,
143,1.5618310189313884e+18,2022-08-22 21:41:46+00:00,['1561831018931388422'],"RT @UtdFaithfuls: But, but.. just one week ago, Jamie Carragher said Lisandro Martinez will NOT succeed in the Premier League, only for Mar…",
144,1.5618306699106796e+18,2022-08-22 21:40:23+00:00,['1561830669910679556'],"RT @UtdFaithfuls: Never forget that Manchester United beating Liverpool changes NOTHING!

We still want the Glazers OUT! https://t.co/QUJJo…",
145,1.5618304087692288e+18,2022-08-22 21:39:21+00:00,['1561830408769228801'],"RT @UtdFaithfuls: Ajax asked €100m for the wrong player. Man Utd signing Lisandro Martinez for €60m was an absolute steal.

My ""short"" CB..…",
146,1.561826951702098e+18,2022-08-22 21:25:37+00:00,['1561826951702097920'],RT @BSchweinsteiger: Team spirit 💪🏻 Congrats @ManUtd!,
147,1.5618262927476165e+18,2022-08-22 21:23:00+00:00,['1561826292747616259'],RT @ManUnitedZone_: W. https://t.co/OR4uJ5BGLm,
148,1.561826149130453e+18,2022-08-22 21:22:25+00:00,['1561826149130452992'],RT @ManUnitedZone_: Don't say anything just retweet 😅🔴 https://t.co/4xfWjB9Q4Q,
149,1.5618261004179087e+18,2022-08-22 21:22:14+00:00,['1561826100417908738'],RT @ManUnitedZone_: Three points ✅ https://t.co/QQ5qHJMs0L,
150,1.5618219756009267e+18,2022-08-22 21:05:50+00:00,['1561821975600926721'],@BIGpapzy You have mail.,
151,1.5618218316943729e+18,2022-08-22 21:05:16+00:00,['1561821831694372866'],RT @adekunleGOLD: DELETE YOUR DRAFTS YOUR PAPA!!!!!,
152,1.5618195566074143e+18,2022-08-22 20:56:14+00:00,['1561819556607414273'],RT @UTDTrey: LET'S ALL LAUGH AT LIVERPOOL😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…,
153,1.5618195072948634e+18,2022-08-22 20:56:02+00:00,['1561819507294863362'],3 points. It can only get better from here.,
154,1.5618188372213473e+18,2022-08-22 20:53:22+00:00,['1561818837221347328'],Full time!,
155,1.561817527386362e+18,2022-08-22 20:48:10+00:00,['1561817527386361857'],Cristiano???,
156,1.5618170033792778e+18,2022-08-22 20:46:05+00:00,['1561817003379277824'],RT @duro_arts: One of my greatest paintings 😅 https://t.co/wlbvYEOBT6,
157,1.5618152701041295e+18,2022-08-22 20:39:12+00:00,['1561815270104129537'],Stupid stupid goal,
158,1.5618133194801316e+18,2022-08-22 20:31:27+00:00,['1561813319480131586'],Bruno FFS!,
159,1.5618129148094956e+18,2022-08-22 20:29:50+00:00,['1561812914809495552'],@iam_wilsons He go chop am,
160,1.5618097192490437e+18,2022-08-22 20:17:08+00:00,['1561809719249043456'],RT @UnitedStandMUFC: CAN YOU HEAR THE SCOUSERS SING? I CAN'T HEAR A F**KING THING!,
161,1.5618091885479567e+18,2022-08-22 20:15:02+00:00,['1561809188547956737'],Nearly 3,
162,1.5618088581164892e+18,2022-08-22 20:13:43+00:00,['1561808858116489220'],Tears in my eyes,
163,1.5618083282583798e+18,2022-08-22 20:11:37+00:00,['1561808328258379777'],Iku payin,
164,1.5618079872950026e+18,2022-08-22 20:10:15+00:00,['1561807987295002626'],Goslllllll,
165,1.5618027210780017e+18,2022-08-22 19:49:20+00:00,['1561802721078001664'],@utdreport Martínez,
166,1.561802280172757e+18,2022-08-22 19:47:35+00:00,['1561802280172756995'],Half time,
167,1.5618007321137723e+18,2022-08-22 19:41:26+00:00,['1561800732113772546'],Bruno oloshi,
168,1.5618005331486802e+18,2022-08-22 19:40:38+00:00,['1561800533148680192'],Martínez is a beast. Love him,
169,1.5617982537708585e+18,2022-08-22 19:31:35+00:00,['1561798253770858496'],Bruno has started,
170,1.561796718152278e+18,2022-08-22 19:25:29+00:00,['1561796718152278017'],Erikson..close!,
